FID,Area,Crop,FieldCropPrice,SavedWater,Recharge,Kitfox,TiptonKRat,GiantGarterSnake,TNC,HabCorridors,ConservationAreas,ImpBirdAreas,Nitrate,ModSAGBI,Prox2Wetlands,Depth2GroundWater
10579,16.58935595,Grapes,262670.3876,47.77734514,1941.983447,100,0,0,0,0,100,0,35.55555556,0,100,20
10581,19.12889201,Grapes,302880.5636,55.09120899,1314.493808,100,0,0,0,0,100,0,0,63,100,20
10584,11.96920948,Grapes,189516.5131,34.4713233,1398.432961,100,0,0,0,0,0,0,33.33333333,80.5,100,20
10590,19.20872297,Grapes,304144.5806,55.32112215,2248.611829,100,88.5,0,0,0,100,0,41.11111111,98,100,20
10591,20.69597544,Grapes,327693.2454,59.60440927,3407.526785,100,0,0,0,0,100,0,5.555555556,64.5,68,20
10592,11.69645649,Grapes,185197.8322,33.68579469,1464.766575,100,100,100,0,0,100,0,95.55555556,11,100,20
10593,36.53567282,Grapes,578493.7867,105.2227377,2571.73263,100,0,0,0,0,0,0,78.88888889,97,100,20
10596,50.94572582,Grapes,806657.8105,146.7236904,8388.052342,100,100,0,0,0,100,0,37.77777778,0,0,20
10608,15.67888104,Grapes,248254.2284,45.1551774,2581.478088,100,100,0,0,0,0,0,53.33333333,72,100,20
10610,18.32005108,Grapes,290073.6432,52.76174711,2144.582107,100,100,0,0,0,100,0,26.66666667,93,100,20
10612,20.41218635,Grapes,323199.8226,58.78709669,3360.80181,100,100,0,0,0,100,0,15.55555556,0,0,20
10616,19.20474654,Grapes,304081.6191,55.30967004,2248.14634,100,0,0,0,0,0,0,0,91,100,20
10617,5.16179212,Grapes,81730.11304,14.86596131,622.5393471,100,100,0,0,0,100,0,80,96.5,0,20
10629,37.23893409,Grapes,589628.9935,107.2481302,3688.325152,100,100,100,0,0,100,0,93.33333333,37,100,5.5
10631,16.47828072,Grapes,260911.6591,47.45744847,1928.980756,100,0,0,0,0,0,0,0,91,100,20
10632,22.79325891,Grapes,360900.9398,65.64458566,1612.030829,100,0,0,0,0,100,0,31.11111111,99,100,20
10633,11.94631126,Grapes,189153.9502,34.40537643,840.8964748,100,100,0,0,0,0,0,80,0,100,20
10635,42.80452756,Grapes,677752.7639,123.2770394,2941.429456,100,0,0,0,0,100,0,81.11111111,98.5,100,20
10638,5.49839722,Grapes,87059.80711,15.83538399,643.7271234,100,100,0,0,0,100,0,51.11111111,0,0,20
10642,18.89437887,Grapes,299167.3599,54.41581115,2855.462322,100,0,0,0,0,0,0,33.33333333,96,100,20
10643,18.1564931,Grapes,287483.9201,52.29070013,2989.409063,100,0,0,0,0,0,0,87.77777778,0,0,20
10650,10.93392995,Grapes,173124.2386,31.48971826,1196.914937,100,0,0,0,0,60,0,6.666666667,0,100,20
10652,38.09797554,Grapes,603230.7724,109.7221696,1126.747993,100,100,0,0,0,100,0,80,2,0,20
10669,19.7081552,Grapes,312052.4257,56.75948698,3244.885312,100,0,0,0,0,100,0,0,63,100,20
10671,78.73701135,Grapes,1246695.855,226.7625927,12919.08399,100,100,0,0,100,0,0,88.88888889,0,100,20
10673,41.23916078,Grapes,652967.2629,118.768783,4827.539285,100,100,100,0,0,100,0,77.77777778,0,100,20
10680,17.95838536,Grapes,284347.1475,51.72014984,1240.908555,100,0,0,0,0,0,0,40,47,100,20
10683,310.201498,Grapes,4911628.153,893.3803142,36312.81262,100,100,100,0,0,100,0,85.18518519,47,100,20
10684,37.221895,Grapes,589359.2022,107.1990576,3824.378493,100,100,0,0,0,100,0,15.55555556,0,0,20
10686,19.46781884,Grapes,308247.0191,56.06731826,1337.784086,100,0,0,0,0,0,0,74.44444444,75,100,20
10703,7.09503678,Grapes,112340.471,20.43370593,1031.245044,100,100,0,0,0,100,0,84.44444444,83,0,20
10704,29.49620632,Grapes,467033.1971,84.9490742,3436.4131,100,0,0,0,0,100,0,12.59259259,64,100,20
10713,13.83229319,Grapes,219015.9657,39.83700439,2277.443249,100,0,0,0,0,100,0,10,67,100,20
10723,19.43039576,Grapes,307654.4744,55.95953979,2274.561294,100,0,0,0,0,0,0,4.444444444,91,44.5,20
10729,13.34311047,Grapes,211270.408,38.42815815,1211.700086,100,0,0,0,0,100,0,0,97,0,20
10732,36.7020648,Grapes,581128.3824,105.7019466,4025.042337,100,100,0,0,0,100,0,84.44444444,88,0,15
10741,13.96805258,Grapes,221165.5351,40.22799143,2299.795601,100,0,0,100,0,100,0,84.44444444,98,100,20
10742,17.60515161,Grapes,278754.1609,50.70283664,2250.283445,100,100,0,0,0,100,0,76.66666667,0,0,20
10743,26.02868071,Grapes,412129.5409,74.96260044,3835.840375,100,100,100,0,0,100,0,68.88888889,29,100,20
10744,15.64134821,Grapes,247659.9459,45.04708284,2575.298425,100,0,0,0,0,0,0,77.77777778,41.5,0,20
10749,18.610257,Grapes,294668.668,53.59754016,2178.554196,100,100,0,0,0,0,0,4.444444444,3,100,20
10750,8.20371958,Grapes,129894.9886,23.62671239,1002.623022,100,100,0,0,0,100,0,84.44444444,70,0,20
10754,6.87064257,Grapes,108787.4871,19.7874506,851.0400436,100,100,0,0,0,0,0,42.22222222,11,100,20
10760,18.41372681,Grapes,291556.8738,53.03153321,3031.761778,100,100,0,0,0,100,0,50,67.5,0,20
10761,16.5054794,Grapes,261342.314,47.53578067,1932.164688,100,100,100,0,0,100,0,95.55555556,72,100,20
10762,10.80339444,Grapes,171057.3824,31.11377599,1745.213299,100,100,0,0,0,0,0,42.22222222,0,0,20
10769,21.48641809,Grapes,340208.8535,61.8808841,1476.49762,100,0,0,0,0,100,0,82.22222222,98.5,100,20
10776,15.37722115,Grapes,243477.8452,44.28639691,1733.398636,100,100,100,0,0,100,0,91.11111111,0,100,20
10782,18.38860313,Grapes,291159.0737,52.95917701,2461.612661,100,0,0,0,0,100,0,40,93,100,20
10783,19.86163771,Grapes,314482.6172,57.2015166,3270.15572,100,100,0,0,0,100,0,77.03703704,0,0,20
10785,17.90901047,Grapes,283565.3618,51.57795015,2096.464865,100,0,0,0,0,0,0,64.44444444,91,0,20
10789,17.23352041,Grapes,272869.8751,49.63253878,2017.390636,100,100,0,0,0,100,0,0,91,100,20
10793,28.23568836,Grapes,447074.5717,81.31878248,4220.641838,100,0,0,0,0,28.33333333,0,7.407407407,35.33333333,100,20
10794,18.97721486,Grapes,300478.9576,54.6543788,3124.5383,100,100,0,0,0,100,0,37.77777778,62.5,0,20
10802,19.61036526,Grapes,310504.0521,56.47785195,2295.628885,100,100,0,0,0,0,0,46.66666667,0,0,20
10806,2.3234194,Grapes,36788.25605,6.691447872,382.5436427,100,100,0,0,2.5,100,0,74.44444444,0,0,20
10807,18.74486762,Grapes,296800.0481,53.98521875,1288.104528,100,0,0,0,0,0,0,86.66666667,10.5,100,20
10810,19.24481569,Grapes,304716.0608,55.42506919,2252.836916,100,0,0,0,0,35.33333333,0,20,0,61.33333333,20
10811,9.40674108,Grapes,148943.234,27.09141431,1548.790115,100,100,100,0,0,0,0,88.88888889,87,100,20
10816,10.87476208,Grapes,172187.3941,31.31931479,1273.021569,100,100,0,0,0,0,0,65.92592593,0,0,20
10817,24.81079787,Grapes,392845.9859,71.45509787,2312.270714,100,100,0,0,0,100,100,78.51851852,1,100,20
10824,17.92506422,Grapes,283819.5516,51.62418495,1696.800852,100,100,0,0,0,100,100,91.11111111,20.5,100,20
10825,52.19064486,Grapes,826369.4478,150.3090572,3586.422018,100,0,0,0,0,0,0,83.33333333,9,100,20
10826,24.87140295,Grapes,393805.5867,71.6296405,3521.357512,100,0,0,0,0,0,0,91.11111111,79.75,0,20
10827,18.56690061,Grapes,293982.1772,53.47267376,3005.984624,100,32.33333333,0,0,0,62,0,15.55555556,2,100,20
10829,38.74368612,Grapes,613454.7406,111.581816,5098.535108,100,100,0,0,100,0,0,86.66666667,0,100,20
10831,6.68750015,Grapes,105887.6705,19.26000043,459.5497497,100,100,0,0,0,0,0,42.22222222,56,100,20
10838,48.67287168,Grapes,770670.1881,140.1778704,7518.399688,100,0,0,0,0,100,0,67.77777778,80.25,100,20
10841,18.42222898,Grapes,291691.4943,53.05601946,2156.543257,100,100,0,0,0,100,0,0,98,100,20
10843,18.67186604,Grapes,295644.1652,53.7749742,2078.856147,100,100,0,0,0,100,0,91.11111111,98,0,20
10844,4.1098447,Grapes,65073.92473,11.83635274,676.6729091,100,100,0,0,0,100,0,77.77777778,0,100,20
10846,17.3037695,Grapes,273982.176,49.83485616,2636.794868,100,0,0,0,0,100,0,82.22222222,48.66666667,0,20
10849,89.6182053,Grapes,1418985.089,258.1004313,14755.35356,100,100,0,0,0,0,0,86.66666667,0,0,20
10851,21.3965954,Grapes,338786.6307,61.62219475,2504.728586,100,100,0,0,0,100,0,60,0,0,20
10858,9.49665392,Grapes,150366.8843,27.35036329,652.5883864,100,100,0,0,0,0,0,97.77777778,0,0,20
10864,11.55761624,Grapes,182999.4815,33.28593477,1902.924896,100,100,0,0,0,100,0,20,0,0,20
10865,16.85750526,Grapes,266916.1753,48.54961515,1061.650391,100,100,0,0,0,100,0,46.66666667,3.5,100,20
10866,25.92302316,Grapes,410456.5941,74.6583067,4172.782072,100,0,0,0,0,10.25,0,12.22222222,7.5,100,20
10868,313.785814,Grapes,4968381.03,903.7031443,51393.05436,100,47.66666667,6,0,0,22,0,73.33333333,2.5,37.66666667,20
10873,17.9154847,Grapes,283667.8726,51.59659594,2097.222751,100,100,0,0,0,0,0,6.666666667,0,100,20
10885,78.16914412,Grapes,1237704.432,225.1271351,12604.22276,100,100,0,0,0,0,0,44.44444444,46.5,100,20
10889,19.0891962,Grapes,302252.0332,54.97688506,3142.975674,100,100,0,0,0,100,0,85.55555556,63.5,0,20
10892,19.13538023,Grapes,302983.2959,55.10989506,3150.579727,100,100,0,0,0,100,0,43.33333333,35,34,20
10893,310.9144515,Grapes,4922916.823,895.4336203,22144.08921,100,100,100,0,0,100,0,93.33333333,35,100,20
10895,32.15307821,Grapes,509101.2299,92.60086524,3689.930528,100,71.66666667,0,0,0,100,0,20,14.66666667,100,20
10896,27.29502778,Grapes,432180.4625,78.60968001,3488.9135,100,0,0,0,0,0,0,0,92,100,20
10899,28.82952752,Grapes,456477.225,83.02903926,3569.275402,100,100,0,0,0,49.33333333,27.5,61.11111111,48.25,43.75,20
10901,25.84696796,Grapes,409252.3612,74.43926772,1776.144656,100,0,0,0,0,59,0,86.66666667,48,100,20
10910,37.76991128,Grapes,598036.3111,108.7773445,2671.239847,100,0,0,0,62,100,0,88.88888889,99,100,20
10911,37.44277692,Grapes,592856.5736,107.8351975,2558.644198,100,100,100,0,0,100,0,93.33333333,52,100,20
10919,18.59796732,Grapes,294474.0772,53.56214588,1829.579197,100,100,0,0,0,100,100,51.11111111,0,100,20
10925,18.30200334,Grapes,289787.8812,52.70976962,1687.03418,100,100,0,0,0,100,64.5,51.11111111,0,100,20
10926,2.64499649,Grapes,41880.00157,7.617589891,435.4902918,100,0,0,0,0,100,0,4.444444444,67,0,20
10928,18.58189382,Grapes,294219.5747,53.5158542,2039.369331,100,100,0,0,0,100,0,0,87.5,100,20
10929,18.90911011,Grapes,299400.6095,54.45823712,2520.041841,100,0,0,0,0,0,0,0,80.5,100,20
10944,4.78562652,Grapes,75774.03106,13.78260438,787.9382435,100,100,0,0,0,0,0,82.22222222,0,5,20
10946,14.04110026,Grapes,222322.148,40.43836875,1643.679499,100,0,0,0,0,0,0,0,91,63.5,20
10949,19.70463904,Grapes,311996.752,56.74936044,2306.664765,100,100,100,0,0,54.5,0,66.66666667,0,100,20
10951,13.58504405,Grapes,215101.1044,39.12492686,2236.734461,100,0,0,0,0,17.5,0,59.25925926,63,0,20
10952,16.70751574,Grapes,264541.2907,48.11764533,2750.839532,100,0,0,0,0,0,0,10.37037037,95.66666667,100,20
10953,36.18882693,Grapes,573001.9433,104.2238216,3198.809651,100,0,0,0,0,100,0,23.33333333,23,100,20
10954,16.23956737,Grapes,257131.9507,46.76995403,2673.793315,100,0,0,0,0,0,0,0,98,100,20
10957,19.71832825,Grapes,312213.5025,56.78878536,3718.825017,100,100,0,0,0,100,0,75.55555556,0,0,20
10958,11.82166952,Grapes,187180.414,34.04640822,1946.400431,100,100,0,0,0,0,0,75.55555556,0,100,20
10964,6.67118315,Grapes,105629.3125,19.21300747,1068.198593,100,0,0,0,0,100,0,35.55555556,58,0,20
10973,25.20969284,Grapes,399161.9572,72.60391538,4047.740598,100,0,0,0,0,0,0,7.777777778,96,100,20
10974,9.19249285,Grapes,145550.8983,26.47437941,1076.091742,100,100,0,0,0,100,0,91.11111111,96,0,20
10978,17.76576753,Grapes,281297.3004,51.16541049,2079.696557,100,0,0,0,0,0.5,0,4.444444444,91,100,20
10984,12.56165054,Grapes,198897.0293,36.17755356,1939.813494,100,0,0,0,0,0,0,74.07407407,0,0,20
10994,33.98850631,Grapes,538162.7927,97.88689817,2335.612593,100,0,0,0,0,0,0,46.66666667,87,100,20
11008,9.28469719,Grapes,147010.8314,26.73992791,638.0232036,100,0,0,0,0,0,0,46.66666667,76,100,20
11017,8.23115636,Grapes,130329.4135,23.70573032,970.4731332,100,100,0,0,0,0,0,82.22222222,3,0,20
11019,12.98683414,Grapes,205629.2461,37.40208232,2138.241095,100,100,0,0,0,83.33333333,0,86.66666667,0,100,20
11023,19.79648746,Grapes,313451.0496,57.01388388,2317.416725,100,0,0,0,0,0,0,0,91,14.5,20
11024,38.44861744,Grapes,608782.7205,110.7320182,3380.211331,100,0,0,0,0,100,0,57.77777778,60,100,20
11031,9.29679922,Grapes,147202.4509,26.77478175,1530.688536,100,100,0,0,0,0,0,61.11111111,0,100,20
11036,14.68296539,Grapes,232485.2286,42.28694032,2417.503731,100,0,0,0,0,0,0,68.88888889,1,0,20
11041,17.940913,Grapes,284070.4959,51.66982944,1232.858602,100,100,0,0,0,23,0,17.03703704,98,0,20
11045,9.08189465,Grapes,143799.7229,26.15585659,1063.144894,100,0,0,0,0,0,0,0,91,100,20
11046,24.76822837,Grapes,392171.9545,71.33249771,1702.016133,100,0,0,0,0,0,0,77.77777778,10,100,20
11048,9.39744259,Grapes,148796.0048,27.06463466,947.7020571,100,100,0,0,0,0,0,97.77777778,0,0,20
11054,54.72643348,Grapes,866520.288,157.6121284,7861.289229,100,100,100,0,0,41,0,84.44444444,41,100,20
11055,10.94314561,Grapes,173270.1564,31.51625936,1281.026683,100,100,0,0,0,0,0,77.77777778,0,0,20
11060,106.2147983,Grapes,1681770.065,305.8986191,14403.98338,100,100,100,0,0,100,0,91.11111111,7,100,20
11072,18.23975486,Grapes,288802.2593,52.530494,1709.227838,100,0,0,0,0,100,0,15.55555556,37.25,100,20
11087,9.67962363,Grapes,153263.9663,27.87731605,1133.116253,100,0,0,0,0,0,0,42.22222222,0,100,20
11088,14.87274744,Grapes,235490.175,42.83351263,1741.033794,100,100,0,0,0,100,0,64.44444444,6,0,20
11094,20.73337216,Grapes,328285.3728,59.71211182,3413.684036,100,100,0,0,0,0,0,55.55555556,0,100,20
11103,17.59584782,Grapes,278606.8478,50.67604172,2890.705548,100,100,0,0,0,0,0,15.55555556,63.5,100,20
11105,18.74096855,Grapes,296738.3115,53.97398942,3085.641094,100,0,0,0,0,0,0,64.44444444,63,0,20
11108,18.66943817,Grapes,295605.7231,53.76798193,2278.611001,100,0,0,0,0,100,0,0,52,58,20
11114,18.54217687,Grapes,293590.7096,53.40146939,2994.670057,100,0,0,0,0,0,0,55.55555556,58,100,20
11115,17.96888639,Grapes,284513.4174,51.7503928,3388.88487,100,100,0,0,30.5,100,0,73.33333333,0,0,20
11127,17.46533222,Grapes,276540.3068,50.30015679,2044.526994,100,100,100,0,0,54.5,0,62.22222222,0,100,20
11129,77.40009443,Grapes,1225527.553,222.912272,12743.68032,100,100,0,16.5,100,100,0,78.33333333,0,100,20
11136,1.64619336,Grapes,26065.28242,4.741036877,192.7067125,100,100,0,0,0,100,0,0,98,100,20
11142,18.86450711,Grapes,298694.3803,54.32978048,2267.387784,100,0,0,0,0,0,0,60,29.25,100,20
11152,28.56169602,Grapes,452236.4694,82.25768454,1962.694574,100,0,0,0,0,0,0,53.33333333,88.5,100,20
11156,34.1368706,Grapes,540511.9439,98.31418733,4401.24138,100,0,0,0,0,41.5,0,14.44444444,22.5,100,20
11163,25.04576299,Grapes,396566.3461,72.13179741,4123.705523,100,100,69,0,0,0,0,52.22222222,0,0,20
11166,19.55014979,Grapes,309550.6202,56.3044314,3243.683926,100,100,0,0,0,100,0,37.77777778,21,100,20
11169,131.8340961,Grapes,2087417.572,379.6821968,15432.76502,100,100,100,0,0,3,0,88.88888889,0,100,20
11187,17.38011701,Grapes,275191.0373,50.05473699,2861.5812,100,0,0,0,0,0,0,22.22222222,98,100,20
11191,18.51556377,Grapes,293169.3266,53.32482366,2826.224359,100,100,0,0,0,100,0,0,76.5,100,20
11195,9.28107029,Grapes,146953.4042,26.72948244,1528.098818,100,0,0,0,0,100,0,12.22222222,92.5,100,20
11198,18.51397599,Grapes,293144.1862,53.32025085,2202.407385,100,100,0,0,0,100,0,37.77777778,98,100,20
11199,16.46792916,Grapes,260747.7559,47.42763598,2570.533529,100,100,0,0,0,100,0,37.77777778,51,100,20
11201,6.32212799,Grapes,100102.4883,18.20772861,692.070414,100,0,0,0,0,100,0,62.22222222,98,100,20
11202,36.97887159,Grapes,585511.2497,106.4991502,4581.955124,100,100,0,0,0,0,0,80,20.5,0,20
11215,17.44630243,Grapes,276238.9954,50.245351,2879.04017,100,100,0,0,0,100,0,0,0,0,20
11219,9.02752655,Grapes,142938.8763,25.99927646,1486.353644,100,0,0,0,0,100,0,28.14814815,0,0,20
11223,19.05771024,Grapes,301753.4949,54.88620549,1958.092064,100,100,0,0,0,100,4.5,61.11111111,0,100,20
11227,4.51809012,Grapes,71537.94799,13.01209955,310.4728427,100,0,0,0,0,0,0,0,0,0,20
11229,18.50950129,Grapes,293073.3353,53.30736372,2166.759531,100,4,0,0,0,100,0,0,98,100,20
11238,2.65055971,Grapes,41968.08776,7.633611965,310.2798625,100,100,100,0,0,0,0,82.22222222,0,100,20
11241,18.49030769,Grapes,292769.4302,53.25208615,2177.203099,100,0,0,0,0,0,0,0,94,54.33333333,20
11242,18.51359826,Grapes,293138.2054,53.31916299,2167.239129,100,100,0,0,0,100,0,42.22222222,98,100,20
11245,26.29549995,Grapes,416354.2687,75.73103986,4272.186458,100,0,0,0,0,0,0,0,97.5,100,20
11248,19.0201096,Grapes,301158.1388,54.77791565,2226.532369,100,100,0,0,0,100,0,0,98,0,20
11254,18.71490823,Grapes,296325.681,53.8989357,2831.062916,100,100,0,0,0,100,0,0,71,100,20
11257,37.97317557,Grapes,601254.7308,109.3627456,4445.216475,100,100,0,0,0,100,0,86.66666667,96,0,20
11262,4.75625732,Grapes,75309.00884,13.69802108,783.1026986,100,100,0,0,0,100,0,71.11111111,54,0,20
11264,19.61121548,Grapes,310517.5142,56.48030058,2295.728414,100,100,0,0,0,100,0,5.185185185,98,100,20
11266,10.14218323,Grapes,160587.9823,29.2094877,1319.67203,100,100,0,0,0,100,0,51.11111111,0,0,20
11271,18.22235083,Grapes,288526.6897,52.48037039,2152.161424,100,100,0,0,0,0,0,55.55555556,0,0,20
11272,18.85666698,Grapes,298570.2423,54.3072009,820.3031535,100,100,0,0,0,100,0,33.33333333,46,100,20
11273,8.76025727,Grapes,138707.0227,25.22954094,1442.348605,100,0,0,0,0,0,0,21.11111111,95.5,100,20
11279,12.75742728,Grapes,201996.8936,36.74139057,2100.469982,100,0,0,0,0,0,0,0,98,100,20
11284,9.87609943,Grapes,156374.8993,28.44316636,934.8794361,100,100,0,0,0,100,100,82.22222222,0,100,20
11285,2.82348841,Grapes,44706.18373,8.131646621,330.5232448,100,0,0,0,0,0,0,46.66666667,0,100,20
11288,74.35561857,Grapes,1177322.327,214.1441815,9223.880392,100,0,0,0,0,100,0,0,96,0,20
11290,28.80886053,Grapes,456149.9907,82.96951833,3117.852118,100,0,0,0,0,100,0,66.66666667,98,100,20
11295,18.92631153,Grapes,299672.9711,54.50777721,1726.281308,100,100,0,0,0,100,100,53.33333333,0,100,20
11298,12.79031728,Grapes,202517.663,36.83611377,1734.236499,100,0,0,0,0,0,0,77.77777778,48.33333333,100,20
11303,15.65079345,Grapes,247809.4987,45.07428514,2951.698618,100,100,0,0,0,100,0,18.51851852,0,22.5,20
11311,153.6020111,Grapes,2432083.555,442.373792,25583.12096,100,34.5,0,0,0,0,0,86.66666667,11.5,0,20
11312,8.96353173,Grapes,141925.6034,25.81497138,1107.800221,100,100,0,0,0,10.66666667,0,65.55555556,2.5,0,20
11318,4.50264486,Grapes,71293.39284,12.9676172,527.0886835,100,100,0,0,0,100,0,91.11111111,96,0,20
11320,11.3562509,Grapes,179811.1292,32.70600259,803.1596809,100,0,0,0,0,100,0,80,99,100,20
11326,19.40832198,Grapes,307304.9655,55.8959673,3195.518722,100,0,0,0,0,100,0,0,67,3,20
11330,25.08821017,Grapes,397238.4407,72.25404529,4130.694317,100,100,0,0,0,0,0,60,0,100,20
11331,27.66325181,Grapes,438010.8003,79.67016521,3351.780319,100,0,0,0,0,0,0,0,91.5,87.66666667,20
11332,10.93961708,Grapes,173214.2868,31.50609719,772.5034402,100,100,0,0,0,0,0,73.33333333,0,100,20
11338,18.40169241,Grapes,291366.3251,52.99687414,2154.139205,100,0,0,0,0,0,0,46.66666667,91,100,20
11341,18.0456225,Grapes,285728.4316,51.9713928,2971.15457,100,0,0,0,0,33,0,40,63,0,20
11344,16.97871322,Grapes,268835.3422,48.89869407,2955.761431,100,100,0,0,27,100,0,73.33333333,0,0,20
11345,13.80606789,Grapes,218600.723,39.76147552,2038.735793,100,100,0,0,0,5,0,44.44444444,98,0,20
11346,17.96409538,Grapes,284437.5581,51.73659469,2102.913215,100,0,0,0,0,0,0,35.55555556,91,100,20
11348,17.84516792,Grapes,282554.4999,51.39408361,1226.279218,100,0,0,0,0,0,0,91.11111111,65,0,20
11350,18.89872661,Grapes,299236.2006,54.42833264,3111.615458,100,0,0,0,0,0,0,62.96296296,0,0,20
11353,8.7656347,Grapes,138792.1672,25.24502794,1653.175726,100,100,0,0,47.5,100,0,73.33333333,0,0,20
11354,25.94782536,Grapes,410849.304,74.72973704,3056.967554,100,0,0,0,0,0,0,91.11111111,89,0,20
11360,9.60637556,Grapes,152104.1805,27.66636161,832.451423,100,0,0,0,0,9,0,18.88888889,21,100,20
11361,8.4207872,Grapes,133331.9657,24.25186714,1352.011571,100,100,0,0,0,100,97,68.88888889,52,0,20
11367,18.37721974,Grapes,290978.8329,52.92639285,1262.840604,100,0,0,0,0,0,0,68.88888889,98,0,20
11369,25.46074269,Grapes,403136.9977,73.32693895,2980.485861,100,96.5,0,0,0,100,0,45.92592593,0,0,20
11371,37.17599057,Grapes,588632.3666,107.0668528,4465.24937,100,0,0,0,0,0,0,82.22222222,22,100,20
11373,2.10466462,Grapes,33324.56505,6.061434106,52.08253425,100,100,0,0,0,100,0,80,0,0,20
11375,16.81903479,Grapes,266307.0466,48.4388202,1155.76569,100,100,0,0,0,100,0,0,0,0,20
11379,20.08084408,Grapes,317953.4585,57.83283095,3306.247355,100,100,0,0,0,100,0,0,0,0,20
11392,76.3413138,Grapes,1208763.17,219.8629837,5246.000877,100,100,0,97.5,0,27.5,0,76.2962963,98,0,20
11396,7.2032955,Grapes,114054.6039,20.74549104,1188.767093,100,100,0,0,0,100,0,42.22222222,0,0,20
11409,93.3148591,Grapes,1477516.685,268.7467942,15022.32331,100,100,0,0,0,94.5,0,63.33333333,27.25,47,20
11411,17.87196751,Grapes,282978.8358,51.47126643,2239.441103,100,100,0,0,0,100,0,28.88888889,77,0,20
11413,10.24664199,Grapes,162241.9479,29.51032893,1477.574635,100,100,0,0,0,100,0,51.11111111,0,0,20
11416,19.34294222,Grapes,306269.7639,55.70767359,469.8222552,100,0,0,0,0,100,0,0,88,100,20
11418,39.43800255,Grapes,624448.3178,113.5814473,4616.692072,100,100,0,0,0,0,0,97.77777778,0,0,20
11422,38.40575966,Grapes,608104.1246,110.6085878,3946.015141,100,100,0,0,100,0,0,26.66666667,94.33333333,0,20
11423,17.88439577,Grapes,283175.6208,51.50705982,3372.950159,100,100,0,0,0,100,0,11.11111111,0,86,20
11428,17.65070298,Grapes,279475.4063,50.83402458,2906.132323,100,0,0,0,0,0,0,22.22222222,98,100,20
11435,18.42696728,Grapes,291766.519,53.06966577,2157.097932,100,0,0,0,0,0,0,71.11111111,91,0,20
11442,18.48319348,Grapes,292656.7861,53.23159722,3043.199245,100,100,0,0,0,100,0,37.77777778,66,100,20
11443,9.22119714,Grapes,146005.3925,26.55704776,1506.93887,100,0,0,0,0,0,0,22.22222222,98,100,20
11450,52.15435633,Grapes,825794.8672,150.2045462,3583.928353,100,0,0,0,0,0,0,82.22222222,0,100,20
11451,2.31467428,Grapes,36649.78871,6.666261926,159.0591345,100,0,0,0,0,0,0,6.666666667,0,0,20
11453,10.08089952,Grapes,159617.6363,29.03299062,692.7364113,100,0,0,0,0,24.5,0,68.88888889,67,99.5,20
11455,17.76859943,Grapes,281342.1397,51.17356636,2080.028066,100,0,0,0,0,100,0,17.77777778,98,100,20
11459,18.14413955,Grapes,287288.3181,52.2551219,2000.983095,100,100,0,0,0,100,0,7.407407407,61.75,0,20
11461,9.77991337,Grapes,154851.9209,28.16615051,1610.23175,100,0,0,0,0,0,0,68.88888889,77,0,20
11463,38.47557154,Grapes,609209.5028,110.809646,4504.027958,100,100,100,0,0,100,0,84.44444444,0,100,20
11467,36.0770741,Grapes,571232.4859,103.9019734,5939.975945,100,0,74,0,0,0,0,0,0,0,20
11472,42.36684802,Grapes,670822.6905,122.0165223,6433.160895,100,0,0,0,0,0,0,82.22222222,70,100,20
11476,71.42425301,Grapes,1130908.052,205.7018487,1734.829337,100,100,0,70.5,0,0,0,86.66666667,41,0,20
11477,49.56395343,Grapes,784779.2825,142.7441859,8160.547898,100,100,0,0,0,100,0,0,0,0,20
11480,35.13965052,Grapes,556389.6302,101.2021935,3004.086738,100,0,0,0,0,100,0,0,93.5,0,20
11481,38.55022347,Grapes,610391.5169,111.0246436,4512.766864,100,100,0,0,0,0,0,80,13.5,100,20
11482,1.87766603,Grapes,29730.34429,5.407678166,219.8033701,100,100,0,0,0,100,0,80,98,0,20
11483,3.34526682,Grapes,52967.85089,9.634368442,550.7875833,100,0,0,0,0,100,0,24.44444444,63,100,20
11487,51.65155569,Grapes,817833.6878,148.7564804,6046.435221,100,100,0,0,0,0,0,40,43,100,20
11488,28.93375379,Grapes,458127.5094,83.32921092,1988.261535,100,0,0,0,0,0,0,78.88888889,0,100,20
11489,18.32578688,Grapes,290164.4619,52.77826621,445.1164887,100,100,0,0,0,100,0,44.44444444,56,100,20
11492,35.79587438,Grapes,566780.0623,103.0921182,2459.810803,100,0,0,0,0,100,0,66.66666667,99,100,20
11503,15.14981751,Grapes,239877.211,43.63147443,1447.198537,100,100,100,0,0,100,0,85.55555556,1,100,20
11505,31.66793516,Grapes,501419.6349,91.20365326,3253.734667,100,100,0,0,0,100,0,13.33333333,0,0,20
11510,26.21143255,Grapes,415023.1732,75.48892574,1853.777801,100,0,0,0,0,100,0,31.11111111,99,100,20
11518,28.45206601,Grapes,450500.624,81.94195011,3330.656198,100,100,0,0,0,100,0,53.33333333,0,0,18.33333333
11521,3.39232859,Grapes,53713.01143,9.769906339,552.6595718,100,100,0,0,0,100,0,77.77777778,83,100,20
11524,16.33181206,Grapes,258592.5227,47.03561873,1911.834839,100,100,100,0,0,0,0,6.666666667,0,100,20
11527,9.16284031,Grapes,145081.3897,26.38898009,1508.632626,100,100,0,0,0,100,0,47.77777778,0,0,20
11528,17.87085143,Grapes,282961.1642,51.46805212,2091.99789,100,0,0,0,0,0,0,83.33333333,91,0,20
