FID_Tulare_fields,TNC,Krat,Kitfox,Corridors,CPAD
13601,0,0,0,0,0
13602,0,0,0,0,0
13603,0,0,0,0,0
13604,0,0,0,3.059010229,0
13605,0,0,0.372861616,0,0
13606,0,0,0,0,0
13607,0,0,0,0,0
13608,0,0,0,0,0
13609,0,0,0,0,0
13610,0,0,0,0,0
13611,0,0,0,0,5.625935013
13612,0,0,0.613544064,0,0
13613,0,0,0,0,0
13614,0,0,0,0,7.680738272
13615,0,0,0,0,4.427763333
13616,0,0,24.43317692,0,0
13617,0,0,0,0,3.629466647
13618,0,0,0,0,0
13619,0,0,0,0,2.697805806
13620,0,0,0,0,0
13621,0,0,0,0,50.78187303
13622,0,0,0,0,3.933297327
13623,0,0,0,0,0
13624,0,0,0,0,0
13625,0,0,0,0,0
13626,0,0,0,0,0
13627,1.720948932,0,0,0,8.604744659
13628,0,0,1.536245898,0,17.06939887
13629,0,0,0,0,0
13630,0,0,0,0,0
13631,0,0,0,52.47563881,0
13632,0,0,0,0,0
13633,0,0,0,0,0
13634,0,0,0.802735056,0,0
13635,0,0,0,0,0
13636,0,0,0,0,0
13637,0,0,3.448967651,0,13.01497227
13638,0,0,0.186394597,0,0
13639,0,0,26.65839537,0,0
13640,0,0,0,0,0
13641,0,0,43.70594902,131.1178471,0
13642,0,0,0,0,1.986011043
13643,0,0,0,0,0
13644,0,0,1.15461763,0,0
13645,0,0,0,0,0
13646,0,1.927693568,2.698770995,0,77.10774272
13647,0,0,0,0,8.045492409
13648,0,0,9.914711632,0,0
13649,0,0,0,0,0
13650,0,0,0,0,0
13651,0,0,0,0,0
13652,0,0,0,0,0
13653,0,0,0,2.365073473,0
13654,0,0,0,0,0
13655,0,0,0,0,0
13656,0,0,0,0,0
13657,0,0,7.335541899,0,0
13658,0,0,0,0,0
13659,0,0,1.548181064,0,0
13660,0,0,0.078962058,0,0
13661,30.76919706,0,0,0,42.14958502
13662,0,0,0,0,113.9035574
13663,0,0,0,0,0
13664,0,0,0,0,0
13665,0,0,18.20279759,0,36.04514374
13666,0,0,0.385008125,0,0
13667,0,0,0,0,0.743573532
13668,0,0,0,72.5670704,0
13669,0,0,0,0,0
13670,0,0,0,3.456318805,0
13671,0,0,0.576002817,0,0
13672,0,0,0,0,0
13673,0,0,0,0,0
13674,0,0,0,0,0
13675,0,0,0,0,0
13676,0,0,0,18.67744763,0
13677,0,0,0,0,0
13678,0,0,0,0,0
13679,0,0,8.381844923,0,0
13680,0,0,0,0,0
13681,0,0,0,0,0
13682,0,0,0,0,0
13683,0,0,0,0,0
13684,0,0,0,0,0
13685,0,0,0.955450872,3.656436991,0
13686,0,0,0.15790134,4.173106839,0
13687,0,0,0,0,0
13688,0,0,0,0,0
13689,0,0,8.926871765,0,35.70748706
13690,0,0,0,0,0
13691,0,0,0,0,0
13692,0,0,0,0,0
13693,0,0,0,0,0
13694,0,0,0,0,5.905356874
13695,0,0,0,0,0
13696,0,0,0,0,0
13697,0,0,0,0,0
13698,0,0,0,0,0
13699,0,0,0,0,0
13700,0,0,0,0,50.39001567
13701,0,0,0,0,0
13702,0,0,0,0,0
13703,0,0,0.191816511,0,0
13704,0,0,0,0,0
13705,0,0,0.193970351,0,0
13706,0,0,0.138128583,0,5.893486194
13707,0,0,20.54773627,0,0
13708,0,0,0,0,0
13709,0,0,0.254276305,0,0
13710,0,0,0,0,0
13711,0,0,0,0,2.492055148
13712,0,0,2.999294343,0,0
13713,0,0,2.606196255,0,0
13714,0,0,0.236145799,0,0
13715,0,0,0,0,0
13716,0,0,29.65004107,0,54.90748347
13717,0,0,0,0,36.28704893
13718,0,0,0.671349026,0,18.3095189
13719,0,0,0,0,3.092174195
13720,0,0,0,0,0
13721,0,0,0.174427122,0,0
13722,0,0,0,13.91987433,13.91987433
13723,0,0,0,0,0
13724,0,0,0,0,0
13725,0,0,5.169301288,8.27088206,0
13726,0,0,0,0,0
13727,0,0,0,0,6.745909571
13728,0,0,0,18.13226727,18.13226727
13729,0,0,0,0,23.24488103
13730,0,0,0.051341091,3.080465461,0
13731,0,0,0,0,0
13732,0,0,0,0,8.443101944
13733,0,0,0,0,0
13734,0,0,0.118966739,0,0
13735,0,0,13.3904718,0,0
13736,0,0,0,0,1.467214631
13737,0,0,0,0,0
13738,0,0,0,0,0
13739,0,0,0,0,0
13740,0,0,0,0,10.73442739
13741,0,0,0,0,0
13742,0,0,0,0,37.59631484
13743,0,0,0,0,0
13744,0,0,0,0,0
13745,0,0,0,7.482146258,0
13746,36.32459197,0,0,0,36.32459197
13747,0,0,0,0,46.78809446
13748,0,0,0,0,0
13749,0,0,0,0,16.59763535
13750,0,0,1.758131037,4.751705504,0
13751,0.15792493,0,0,0,0
13752,0,0,0,0,0
13753,0,0,0.394969691,0,0
13754,0,0,0,0,0
13755,0,0,0,0,4.197054249
13756,0,0,0,0,0
13757,0,0,0,8.556771475,0
13758,0,0,0.136830401,0,0
13759,0,0,0,0,0
13760,0,0,0,0,1.65508493
13761,0,0,0,0,0
13762,0,0,0,0,0
13763,0,0,1.9194082,12.79605467,0
13764,0,0,0,0,2.605786588
13765,0,0,0,0,0
13766,0,0,0,0,0
13767,0,0,0,1.134826379,1.134826379
13768,0,0,0,0,0
13769,0,0,1.898812077,0,18.08392454
13770,0,0,0,0,0
13771,0,0,0,7.449294312,0
13772,0,0,0,0,7.630295957
13773,0,0,1.434033638,0,0
13774,0,0,0,0,0
13775,0,0,0,0,4.093894115
13776,0,0,0,0,0
13777,0,0,0.37482543,0,54.72451283
13778,0,0,0,0,0
13779,0,0,0,0,0
13780,0,0,0,0,0
13781,0,0,6.574452097,0,37.2138798
13782,0,0,0,0,0.115372474
13783,0,0,3.415549962,0,0
13784,0,0,0,0,3.939951928
13785,0,0,0,0,0
13786,0,0,1.954649062,0,0
13787,0,0,0,0,0
13788,62.21358475,0,22.93466895,0,0
13789,0,0,0,0,0
13790,0,0,0,0,0
13791,0,0,0,0,0
13792,0,0.161021775,0.322043551,0,0
13793,0,0,0,11.66718033,27.89185297
13794,0,0,0,0,0
13795,0,0,0,0,0
13796,0,0,0,0,0
13797,0,0,0,0,0
13798,0,0,0,0,0
13799,0,0,0,0,0
13800,0,0,0,0,0
13801,0,0,0,0,0
13802,0,0,0,0,0
13803,0,0,17.56968,0,0
13804,0,0,0,0,0
13805,0,0,0,0,0
13806,0,0,0,0,0
13807,0,0,0,0,0
13808,0,0,0,0,0
13809,0,0,0,0,1.402563135
13810,0,0,0,8.551729103,0
13811,0,0,0.310938751,0,0
13812,0,0,0,0,0
13813,0,0,0.413514384,0,0
13814,0,0,6.767798943,0,0
13815,0,0,0.193512766,7.740510627,0
13816,0,0,0,0,3.973116294
13817,0,0,0,0,0
13818,0,0,5.995434641,0,0
13819,0,0,0,0,0
13820,0,0,29.94058169,0,0
13821,0,0,0,0,0
13822,0,0,0,0,0
13823,0,0,0.923031308,0,0
13824,0,0,0,0,0
13825,0,0,0,0,0
13826,0,0,0,0,5.021685947
13827,0,0,0.372893136,0,12.42977119
13828,0,0,0,8.768709056,0
13829,0,0,0,0,0
13830,0,0,0,0,0
13831,0,0,0,0,0
13832,0,0,0,18.4236397,0
13833,0,0,0,0,0
13834,0,0,0,0,35.56204225
13835,0,0,0,0,0
13836,0,0,0.182681748,0,0
13837,0,0,0,5.778562218,0
13838,0,0,0,0,0
13839,0,0,0,0,0
13840,0,0,0,0,0
13841,0,0,0,0,0
13842,0,0,0,18.20498225,0
13843,0,0,0,0,0
13844,0,0,0,0,0
13845,0,0,0,0,4.049470298
13846,0,0,0,0,0
13847,0,0,0.082191536,0,0
13848,0,0.084717566,0.169435133,0,0
13849,0,0,0,0,30.80106533
13850,0,0,0,0,0
13851,0,0,0,0,0
13852,0,0,0.495938562,0,0
13853,0,0,0,0,0
13854,0,0,0,0,0
13855,0,0,0,0,0
13856,0,0,0,0,0
13857,0,0,0,0,0
13858,0,0,0,0,140.3045361
13859,0,0,0,0,0
13860,0,0,0,3.86338407,0
13861,0,0,0,0,0
13862,0,0,0.345841001,0,0
13863,0,0,0,0,0
13864,0,0,0,0,0
13865,0,0,0,0,0
13866,0,0,0,0,0
13867,0,0,0,0,0
13868,0,0,1.536681579,0,0
13869,0,0,0,0,0
13870,0,0,6.900653558,0,0
13871,0,0,0,0,0
13872,0,0,0,0,0
13873,0,0,0.185512916,0,0
13874,0,0.083603558,2.549908514,0,0
13875,0,0,0,0,0
13876,0,0,0,0,0
13877,0,0,0,0,0
13878,0,0,0,0,0
13879,0,0,0,0,0
13880,0,0,0,0,0
13881,0,0,11.23211703,0,0
13882,0,0,0,3.135467626,0
13883,0,0,2.316528595,0,0
13884,0,0,6.457300181,0,0
13885,0,0,0,0,0
13886,0,0,0,4.204259555,0
13887,0,0,0,0,5.738719114
13888,0,0,0,0,0
13889,0,0,2.158460281,0,0
13890,0,0,0,0,0
13891,0,0,0,0,0
13892,0,0.358137168,0,0,0
13893,0,0,0,0,20.74995856
13894,0,0,0,0,0
13895,0,0,0,0,11.20540707
13896,0,0,0,0,0
13897,0,0,0,0,0
13898,0,0,2.778425463,0,0
13899,0,0,0,0,0
13900,0,0,0,0,0
13901,0,0,0,0,0
13902,0,0,0,3.750610214,6.356966464
13903,0,0,0.941657294,0,0
13904,34.47226673,0,0.941865211,0,37.67460845
13905,0,0,0,0,0
13906,0,0,0,0,6.718078131
13907,0,0,0.096148508,0,0
13908,0,0,0,0,0
13909,0,0,0,0,0
13910,0,0,0,0,0
13911,0,0,0,0,0
13912,0,0,0,0,0
13913,0,0,0,5.68512261,0
13914,0,0,0,0,0
13915,0,0,0,0,0
13916,0,0,0,0,0
13917,0,0,0,0,0
13918,0,0,0.268325901,0,0
13919,0,0,0,18.90548005,0
13920,0,0,0,0,0
13921,0,0,0,0,0
13922,0,0,0,0,9.511356477
13923,0,0,0,0,0
13924,0,0,0.485706128,6.071326602,0
13925,0,0,0,0,0
13926,0,0,0,2.223343148,2.223343148
13927,0,0,0,0,0
13928,0,0,0,0,1.215402154
13929,0,0,0,0,68.05719767
13930,0,0,0,0,0
13931,0,0,0,0,0
13932,0,0,0,0,0
13933,0,0,0,0,0
13934,0,0,0.086661502,0,8.666150166
13935,0,0,0,0,44.06165734
13936,0,0,0.493142067,0,0
13937,0,0,0.63305111,0,0
13938,0,0,0,0,0
13939,0,0,0.192905521,0,0
13940,0,0,0.296415976,0,29.64159764
13941,0,0,0,0,0
13942,0,0,0,3.340132515,0
13943,0,0,0,0,30.01373785
13944,0,0,0,0,0
13945,0,0,0,35.63212905,0
13946,0,0,8.121838367,0,4.782016982
13947,0,0,0,0,0
13948,0,0,0,0,0
13949,0,0,0,0,0
13950,0,0,0.060301296,0,0
13951,0,0,0,15.11117779,0
13952,0,0,6.056042477,0,0
13953,0,0,0.189326292,0,0
13954,0,0,0,0,0
13955,0,0,0,0,0
13956,3.508809391,0,0,0,0
13957,0,0,0,0,0
13958,0,0,0,0,0
13959,0,0,2.450530144,8.450103944,0
13960,0,0,0,0,0
13961,0,0,0,0,0
13962,0,0,0,0,0
13963,0,0,0,0,1.488675362
13964,0,0,0.018344302,0,0
13965,0,0,0,0,0
13966,0,0,27.5744574,0,0
13967,0,0,0,5.157702849,6.764200457
13968,0,0,0,0,0
13969,0,0,0,0,0
13970,0,0,0,0,0
13971,0,0,0,0,1.942517604
13972,0,0,0,0,0
13973,0,0,0,0,0
13974,0,0,0,0,0
13975,0,0,0,0,4.17395439
13976,0,0,0,36.35158874,0
13977,0,0,0,0,3.971841266
13978,0,0,0,0,5.008200174
13979,0,0.63110845,0.420738967,0,42.07389667
13980,0,0,0,0,4.471791833
13981,0,0,0,0,0
13982,0,0,0,0,0
13983,0,0,0,0,0
13984,0,0,0.083026189,0,0
13985,0,0,0,0,0
13986,0,0,0,0,2.469852098
13987,0,0,0,0,0
13988,0,0,20.31535884,0,0
13989,0,0,0.386100513,0,77.22010259
13990,0,0,0,0,0
13991,0,0,0,0,0
13992,0,0,0,0,0
13993,0,0,0,0,0
13994,0,0,0,0,0
13995,0,0,0.190544508,0,0
13996,0,0,0.471754537,0,0
13997,0,0,0,0,0
13998,0,0,0,0,0
13999,0,0,0,0,1.353412263
14000,0,0,0,0,3.605076427
14001,0,0,0,0,0
14002,0,0,0,0,0
14003,0,0,0,0,0
14004,0,0,0,0,0
14005,0,0,0,0,0
14006,0,0,0.161080255,0,4.393097876
14007,0,0,0,0,0
14008,0,0,0,0,0
14009,0,0,18.79796243,0,0
14010,0,0,0,0,0
14011,0,0,0,0,0
14012,0,0,0,0,0
14013,0,0,0,0,0
14014,0,0,0,0,0
14015,0,0,0,8.779489086,8.779489086
14016,0.359465877,0,0,0,1.711742271
14017,0,0,0,0,0
14018,0,0,0,0,9.309603036
14019,0,0,2.028312201,0,0
14020,0,0,0,7.604904142,0
14021,0,0,0.448773491,0,0
14022,0,0,0,25.9149283,0
14023,0,0,0,0,0
14024,0,0,3.123254119,0,16.43817957
14025,0,0,0,0,6.208020786
14026,0,0,9.601753923,0,0
14027,0,0,0,12.14229205,0
14028,0,0,0,12.633515,12.633515
14029,0,0,0.088810524,0,0
14030,0,0,0,0,0
14031,0,0,0,0,0
14032,0,0,0,0,0
14033,0,0,4.447415609,0,17.32759328
14034,0,0,0,0,2.058674891
14035,0,0,0,0,0
14036,0,0,0,93.30310029,0
14037,0,0,5.223100915,0,28.48964135
14038,0,0,0.726015638,0,0
14039,0,0,0,0.884702367,0
14040,0,0.080053031,2.121405331,0,0
14041,0,0,0,0,0
14042,0,0,0,0,0
14043,0,0,0,0,0
14044,0,0,0.449885308,2.778703372,0
14045,0,0,0,110.5303152,0
14046,0,0,0,0,0
14047,0,0,0.699312519,0,17.48281297
14048,0,0,0,0,1.478333428
14049,0,0,1.507165856,0,5.582095765
14050,0,0,0,0,5.475396006
14051,0,0,22.13348272,0,0
14052,0,0,0.561260247,0,0
14053,0,0,0,0,0
14054,0,0,0,0,0
14055,0,0,0,0,0
14056,0,0,0,1.659330729,8.296653643
14057,0,0,0,0,0
14058,0,0,0.190166994,0,15.21335949
14059,0,0,0,0,0
14060,0,0,0,0,0
14061,0,0,0,0,0
14062,0,0,0,0,0
14063,0,0,0,0,0
14064,0,0,2.005938501,0,7.569579248
14065,0,0,0,0,0
14066,0,0,0.095340924,0,0
14067,0,0,0,0,0
14068,0,0,0,0,0
14069,0,0,0,0,0
14070,0,0,14.29110115,0,0
14071,0,0,0,0,3.101837881
14072,0,0,0,0,0
14073,0,0,0,0,0
14074,0,0,0,1.079420887,0
14075,0,0,0,0,0
14076,0,0,0,0,0
14077,0,0,0,0,0
14078,0,0,0,0,0
14079,0,0,0,0,0
14080,0,0,0.456151196,0,0
14081,0,0,1.103308579,0,0
14082,0,0,0,0,0
14083,0,0,0,0,0
14084,0,0,0,0,0
14085,0,0,0,0,0
14086,0,0,0,0,0
14087,0,0,0,0,0
14088,0,0,0,0,0
14089,0,0,0,0,0
14090,0,0,0.292428066,0,1.900782431
14091,0,0,10.54566787,0,0
14092,0,0,0,0,0
14093,0,0,0,0,0
14094,0,0,0,0,0
14095,0,0,0,0,0
14096,0,0,0,0,0
14097,0,0,0,0,0
14098,0,0,0,9.472643321,2.273434397
14099,0,0,0,0,1.80358032
14100,0,0,0,0,0
14101,0,0,0.125133221,0,12.3256223
14102,0,0,0,0,0
14103,0,0,0,0,0
14104,0,0,0,0,0
14105,0,0,3.995499042,0,0
14106,0,0,0,0,0
14107,0,0,0,0,0
14108,0,0,0,0,0
14109,3.280934886,0,0,0,3.792988308
14110,0,0,0,0,0
14111,0,0,0.23333168,0,0
14112,0,0,0,5.71407302,0
14113,0,0,0.666101988,0,0
14114,0,0,0.770542696,0,38.52713482
14115,0,0,0,0,0
14116,0,0,0,0,18.3796094
14117,0,0,0,0,6.013083287
14118,0,0,0.294513544,0,0
14119,0,0,0,0,0
14120,0,0,0,0,0
14121,0,0,38.1587635,0,0
14122,0,0,0.176053803,0,0
14123,0,0,0,0,0
14124,0,0,0,0,0
14125,0,0,0,0.185719563,0
14126,0,0,0.421905005,0,0
14127,0,0,0.427706384,8.146788259,0
14128,0,0,0,0,0
14129,0,0,0,0,0
14130,83.2493637,2.77497879,3.69997172,0,92.499293
14131,0,0,0.330058159,0,0
14132,0,0,0,0,0
14133,0,0,7.107497404,0,0
14134,0,0,0,0,0
14135,0,0,0,0,0
14136,0,0,0,0,4.642938936
14137,0,0,0,13.10060856,0
14138,0,0,0,0,0
14139,0,0,0.768063431,0,16.45850208
14140,0,0,0,0,0
14141,0,0,0,0,0
14142,0,0,0,0,0
14143,0,0,0,5.583711194,0
14144,0,0,2.49527104,0,0
14145,0,0,0,0,0
14146,0,0,0,0,0
14147,0,0,0.092550526,0,0
14148,0,0,0,0,0
14149,0,0,0,0,0
14150,0,0,0,0,76.14279065
14151,0,0,0,0,0
14152,0,0.767212035,0.767212035,0,76.72120351
14153,0,0,26.94555651,73.4878814,0
14154,0,0,0,0,0
14155,0,0,1.234135344,0,0
14156,0,0,0,0,0
14157,0,0,0,0,0
14158,0,0,0,0,38.52557023
14159,0,0,0,0,0
14160,0,0,0,0,0
14161,0,0,0,0,0
14162,0,0,0,0,0
14163,0,0,0,0,0
14164,0,0,0,0,0
14165,0,0,0,0,1.41312541
14166,0,0,13.99943959,0,0
14167,0,0,0,0,4.982589132
14168,0,0,0,0,0
14169,0,0,0,0,0
14170,0,0,0.272475723,0,0
14171,0,0,0,0,0
14172,0,0,0,0,0
14173,0,0,0,0,77.52156815
14174,0,0,0,0,0
14175,0,0,1.910759951,0,0
14176,0,0,0,0,0
14177,0,0,0,0,1.591099338
14178,0,0,21.5326812,0,0
14179,0,0,0.501806999,0,0
14180,0,0,0,0,0
14181,0,0,1.18902829,0,0
14182,0,0,0,0,0
14183,0,0,0,0,12.07227969
14184,0,0,0,0,4.11420438
14185,0,0,0,0,0
14186,0,0,0,0,0
14187,0,0,18.80604905,0,0
14188,5.924635855,0,0,0,4.419714982
14189,0,0,1.359738823,0,0
14190,0,0,0,0,0
14191,0,0,0,0,0
14192,0,0,0,0,0
14193,0,0,0,0,0
14194,0,0,1.270964945,38.12894836,0
14195,0,0,0,0,3.487273359
14196,0,0,0,0,0
14197,0,0,0,0,0
14198,0,0,0,0,0
14199,0,0,9.941549519,0,0
14200,0,0,0,0,0
14201,0,0,0.02374662,0,0
14202,0,0,0.222287382,0,0
14203,78.47435723,15.30249966,13.07905954,0,78.47435723
14204,0,0,0,0,0
14205,0,0,0,0,93.70141686
14206,0,0,0.158293216,0,0
14207,0,0,0,0,0
14208,0,0,0,0,106.3750397
14209,0,0,0,0,0
14210,0,0,0,1.86642169,0
14211,0,0,0,0,1.992163726
14212,0,0,0.119329988,0,0.059664994
14213,0,0,0,0,0
14214,0,0,0,0,0
14215,0,0,25.1290306,111.6845804,0
14216,42.13832513,0,1.257860452,0,0
14217,0,0,0,0,0
14218,0,0,0,0,0
14219,0,0,0,0,26.47820419
14220,0,0,0,0,0
14221,0,0,42.41158535,0,0
14222,0,0,0,0,0
14223,0,0,0,0,12.45698708
14224,0,0,0.270739908,0,54.1479816
14225,0,0,0,0,0
14226,0,0,2.23883162,1.387102199,0
14227,0,0,0,0,9.975780003
14228,0,0,0,0,0
14229,0,0,0,0,0
14230,0,0,0,0,0
14231,0,0,0,0,0
14232,0,0,0,0,0
14233,0,0,0,0,0
14234,0,0,0,0,0
14235,0,0,0,0,56.01106448
14236,0,0,2.358203014,0,0
14237,0,0,0,0,0
14238,0,0,0,0,0
14239,0,0,0,0,0
14240,0,0,0,0,0
14241,0,0,0.043850054,0,0
14242,0,0.014921417,0,0,1.392665547
14243,0,0,0,0,0
14244,0,0,0,0,2.644859577
14245,0,0,0,0,0
14246,0,0,0,5.281331447,5.281331447
14247,0,0,0,4.789261371,0
14248,0,0,0,0,0
14249,0,0,0,1.353522782,0
14250,0,0,0,0,0
14251,0,0,0,0,0
14252,0,0,0,0,6.855143833
14253,0,0,0,0,0
14254,0,0,0,0,0
14255,0,0,0,0,0
14256,0,0,0.051746453,0,0
14257,0,0,0.999995756,0,0
14258,0,0,0,0,0
14259,0,0,0,0,4.117971696
14260,0,0,0,0,0
14261,0,0,0,0,1.598608357
14262,0,0,1.304424024,0,0
14263,0,0,0,0,0
14264,0,0,1.577242919,9.947384316,10.75392899
14265,0,0,0,0,5.520646016
14266,0,0,160.2556884,0,296.7697934
14267,0,0,0,0,0
14268,0,0,0.269002074,0,0
14269,0,0,0,0,0
14270,0,0,0,0,0
14271,0,0,0,0,0
14272,0,0,0,0,0
14273,0,0,0,0,0
14274,0,0,0,0,85.19686246
14275,0,0,20.6256591,0,0
14276,0,0,0,0,0
14277,0,0,12.77171694,0,89.62608377
14278,0,0,0,0,0
14279,0,0,0,0,0
14280,0,0,0,0,0
14281,0,0,0,0,0.539523396
14282,0,0,0.186452161,0,18.64521608
14283,0,0,42.82934959,0,0
14284,0,0,0,0,0
14285,0,0,0,0,0
14286,0,0,0,0,0
14287,0,0,0,0,0
14288,0,0,0.087702479,0,0
14289,0,0,0,0,0
14290,0,0,0,0,0
14291,0,0,0,0,0
14292,0,0,0,0,0
14293,0,0,0,0,0
14294,0,0,0,0,0
14295,0,0,0.939535052,0,0
14296,0,0,0,0,8.5569581
14297,0,0,0,0,15.57693215
14298,0,0,0,0,0
14299,0,0,0,0,0
14300,0,0,0,0.243778892,0
14301,0,0,0,0,0
14302,0,0,0.12382099,0,0
14303,0,0,0.135395633,0,0
14304,0,0,0,1.838485291,0
14305,0,0,0,0,0
14306,4.603438566,0,23.78443259,0,0
14307,0,0,0,0,0
14308,0,0,0,0.855793071,0
14309,0,0,0,0,0
14310,0,0,0.026274043,0,0
14311,1.384607679,0,0,0,0
14312,0,0,0,0,0
14313,0,0,27.12720154,0,0
14314,0,0,0,0,0
14315,0,0,1.895908923,65.72484267,0
14316,0,0,0,0,4.259835376
14317,0,0,0,0,0
14318,0,0,0,0,0
14319,0,0,0,5.296102535,0
14320,0,0,0,0,0
14321,0,0,0,0,0
14322,0,0,0,0,0
14323,0,0,0,0,0
14324,0,0,0,0,0
14325,0,0,0,0,0
14326,0,0,0,0,0
14327,0,0,0,0,12.04730975
14328,0,0,0,0,0
14329,0,0,0,0,0
14330,0,0,0,0,4.306215194
14331,0,0,0,0,0
14332,0,0,0,0,0
14333,0,0,0,0,0
14334,0,0,18.3530774,0,0
14335,0,0,0,5.375473018,0
14336,0,0,0.094923909,0,18.98478174
14337,0,0,0,0,49.53361038
14338,0,0,0,0,0
14339,0,0,0,0,0
14340,0,0,0,0,0
14341,0,0,0,0,0
14342,0,0,0,0,0
14343,0,0,0,0,0
14344,0,0,0,0,0
14345,0,0,0,0,0
14346,0,0,0,0,0
14347,0,0,38.49294161,0,0
14348,0,0,0,0,2.722471286
14349,0,0,0,0,0
14350,0,0,0,0,0
14351,0,0,0,0,0
14352,0,0,0.54052214,4.473286674,0
14353,0,0,0,0,0
14354,0,0,0.424588763,0,0
14355,0,0,0,0,0
14356,0,0,3.241202372,0,11.19688092
14357,0,0,0,2.12146684,0
14358,0,0,0,0,0
14359,0,0,0,0,0
14360,0,0,0,0,0
14361,0,0,0,0,0
14362,0,0,0,0,0
14363,0,0,0,0,0
14364,0,0,0,0,5.697410482
14365,54.13467342,0,16.24040203,0,54.13467342
14366,0,0,0.384081823,0,0
14367,0,0,40.14664513,0,0
14368,0,0,0,0,0
14369,0,0,0,0,0
14370,13.12595563,0,7.088016041,0,0
14371,0,0,0,0,0
14372,0,0,0,0,0
14373,0,0,0.598628294,7.782167817,0
14374,0,0,15.75765838,0,0
14375,0,0,1.960000205,0,0
14376,0,0,0,0,0
14377,0,0,0,0,0
14378,0,0,0,0,0
14379,0,0,0,0,0
14380,0,0,0,0,0
14381,0,0,2.859206809,0,0
14382,0,0,0,0,0
14383,0,0,12.76665977,0,0
14384,0,0,0,0,28.22727214
14385,0,0,0,0,0
14386,0,0,1.588933683,0,0
14387,0,0,0,0,0
14388,0,0,0,0,1.363069927
14389,0,0,0.371297705,0,0
14390,0,0,0.795577361,0,0
14391,0,0,0,0,0
14392,0,0,0,0,0
14393,0,0,0.338934342,0,67.78686846
14394,0,0,0,0,0
14395,0,0,1.408526655,0,0
14396,0,0,0,0,0
14397,0,0,0,0,0
14398,0,0,0.16459053,0,0
14399,0,0,1.122849137,0,0
14400,0,0,7.545815556,0,0
14401,0,0,0,0,0
14402,0,0,0,13.28806744,0
14403,0,0,2.432347487,0,0
14404,0,0,0,0,0
14405,0,0,0,34.1724572,0
14406,0,0,0.915361425,0,0
14407,0,0,0,0,0
14408,0,0,0,0,0
14409,0,0,0,0,3.741424421
14410,0,0,0,0,0
14411,0,0,16.12687411,0,0
14412,0,0,0,4.437071666,0
14413,0,0,0,0,0
14414,0,0,0,0,0
14415,0,0,0.550545714,0,18.3515238
14416,0,0,0,0,0
14417,0,0,0,0,0
14418,0,0,0.722173392,0,0
14419,0,0,0,15.22042559,0
14420,0,0.272415509,5.145626287,0,18.16103396
14421,0,0,13.22469339,0,0
14422,0,0,0,0,0
14423,0,0,0,0,39.39434821
14424,0,0,0,0,0
14425,0,0,1.547765705,0,0
14426,0,0,0,9.042103847,0
14427,0,0,0,0,0
14428,0,0,0,0,0
14429,0,0,0,0,0
14430,0,0,0,0,0
14431,0,0,0,0,0
14432,0,0,0,0,0
14433,0,0,0.108589045,0,0
14434,0,0,0,0,0
14435,0,0,1.452542174,24.20903623,0
14436,0,0,0,0,0
14437,0,0,0,0,0
14438,0,0,0,5.905107785,0
14439,0,0,0,0,0
14440,0,0,0,0,0
14441,0,0,0,0,0
14442,0,0,0,0,0
14443,0,0,0,0,0
14444,0,0,0,0,0
14445,0,0,0,0,0
14446,0,0,0,0,54.00152266
14447,0,0,0,0,0
14448,0,0,0,0,0
14449,0,0,0,0,0
14450,0,0,0,0,0
14451,0,0,0,0,0
14452,0,0,0,0,0
14453,0,0,0,0,0
14454,0,0,0,0,0
14455,0,0,0,0,0
14456,0,0,0,13.2232984,13.2232984
14457,0,0,0,0,0
14458,0,0,0,47.25754458,47.25754458
14459,0,0,7.931353042,0,16.11449507
14460,0,0,0,0,0
14461,0,0,0,0,0
14462,0,0,0,0,0
14463,0,0,0,0,18.40893334
14464,0,0,0,0,0
14465,0,0,0,0,0
14466,0,0,14.37815541,0,0
14467,0,0,0.281106489,0,0
14468,0,0,0,0,8.371913967
14469,0,0,0,0,0
14470,0,0,0,0,8.608430552
14471,0,0,0.186447209,0,0
14472,0,0,0,0,0
14473,0,0,0,0,11.10749646
14474,0,0,0,0,2.586894401
14475,0,0,0,0,0
14476,0,0,2.511542391,0,31.39427989
14477,0,0,0.183247751,0,36.64955017
14478,0,0,19.11384027,0,0
14479,0,0,0,0,0
14480,0,0,0,0,0
14481,0,0,1.362191812,0,0
14482,0,0,0,0,146.5479258
14483,0,0,0,0,11.02240215
14484,0,0,0,0,17.69624743
14485,0,0.224132228,3.137851194,44.82644563,44.82644563
14486,0,0,0,0,0
14487,0,0,0,0,0
14488,0,0,0,3.261152135,0
14489,0,0,0,7.624856209,0
14490,0,0,0,0,0
14491,0,0,0,9.624596963,0
14492,0,0,0,0,0
14493,0,0,26.97357251,0,0
14494,0,0,0,0,0
14495,0,0,0,0,0
14496,0,0,1.012957967,0,0
14497,0,0,0.08822211,0,6.175547704
14498,0,0,12.43153591,0,69.0640884
14499,0,0,0,0,0.934353261
14500,0,0,0,0,0
14501,0,0,0,0,0
14502,0,0,0,0,0
14503,0,0,0,0,0
14504,0,0,0.186919266,0,0
14505,0,0,0,0,0
14506,0,0,0,0,0
14507,0,0,0,0,8.544908791
14508,0,0,0.199115987,0,0
14509,0,0,0,0,0
14510,0,0,0,0,0
14511,0,0,0,0,0
14512,0,0,0,0,0
